_Date,_Mean-Oil-Stocks,_RollingVol
2012-07-02,0.002427959317103707,
2012-07-03,0.020045814965542585,
2012-07-05,-0.01054805949605199,
2012-07-06,-0.00892419563093188,
2012-07-09,-0.003983029870769354,
2012-07-10,-0.01509109986066981,
2012-07-11,0.007540826915495014,
2012-07-12,-0.0002384430244183148,
2012-07-13,0.019866489738182117,
2012-07-16,0.005236150213050207,
2012-07-17,0.010164331367767537,
2012-07-18,0.008511725875204735,
2012-07-19,-0.00009340891710190684,
2012-07-20,0.0007942634458144073,
2012-07-23,-0.010449961482842024,
2012-07-24,-0.01476069830592057,
2012-07-25,-0.004663992506832901,
2012-07-26,0.01866268008433254,
2012-07-27,0.020959140086189976,
2012-07-30,0.007577817342344685,
2012-07-31,-0.002295531836950517,0.01134498067049441
2012-08-01,0.003089267521826015,0.011345932915036668
2012-08-02,-0.01799543806785309,0.011432224171726653
2012-08-03,0.021379084874211942,0.011980314345171349
2012-08-06,0.007718585814052996,0.01175909184253406
2012-08-07,0.01427310918400287,0.011895034378088917
2012-08-08,-0.002459622532771197,0.011189471000529212
2012-08-09,0.004691217750101007,0.011166986076483332
2012-08-10,-0.0007206495337476146,0.011177241701824573
2012-08-13,-0.006381279133283027,0.010806348628266611
2012-08-14,0.004932541676721298,0.0108034258929204
2012-08-15,0.001205457628935665,0.010682448165742412
2012-08-16,0.011535830034302553,0.010786424919963004
2012-08-17,0.0005303120992302632,0.010779163724086488
2012-08-20,-0.00005145796700140962,0.010788388004865746
2012-08-21,-0.004080641173780218,0.010485379700991332
2012-08-22,0.00327599509950371,0.009663735412848647
2012-08-23,-0.01363052552485867,0.010240341092952516
2012-08-24,0.0057658692634837095,0.00965148023748212
2012-08-27,0.004244318946717257,0.008726039668566348
2012-08-28,0.0036407427324234624,0.0086427536358176
2012-08-29,-0.004909252218209019,0.008723746461451675
2012-08-30,-0.0067749646398255715,0.00890973790966058
2012-08-31,0.008962735087618565,0.007881361515530665
2012-09-04,-0.001156243019716327,0.006619939686816509
2012-09-05,-0.004859936967420713,0.006594134060763805
2012-09-06,0.019823091144843808,0.00723839280818413
